"X1"	"X2"	"X3"
2.1765	1.58582327776171	9.98541211392602
2.1766	1.58569232859616	9.98604224688659
2.1767	1.58556140403214	9.98667232194916
2.1768	1.58543050406182	9.9873023391217
2.1769	1.5852996286774	9.98793229841219
2.177	1.58516877787106	9.9885621998286
2.1771	1.58503795163498	9.98919204337892
2.1772	1.58490714996138	9.98982182907111
2.1773	1.58477637284244	9.99045155691315
2.1774	1.58464562027037	9.991081226913
2.1775	1.58451489223737	9.99171083907864
2.1776	1.58438418873567	9.99234039341804
2.1777	1.58425350975746	9.99296988993916
2.1778	1.58412285529497	9.99359932864995
2.1779	1.58399222534042	9.9942287095584
2.178	1.58386161988603	9.99485803267246
2.1781	1.58373103892403	9.99548729800009
2.1782	1.58360048244666	9.99611650554925
2.1783	1.58346995044615	9.99674565532789
2.1784	1.58333944291475	9.99737474734398
2.1785	1.58320895984468	9.99800378160546
2.1786	1.5830785012282	9.9986327581203
2.1787	1.58294806705756	9.99926167689643
2.1788	1.58281765732502	10
2.1789	1.58268727202283	10.0005304443622
2.179	1.58255691114325	10.0011726320445
2.1791	1.58242657467855	10.0018147607861
2.1792	1.58229626262099	10.0024568305952
2.1793	1.58216597496285	10.0030988414799
2.1794	1.58203571169641	10.0037407934483
2.1795	1.58190547281394	10.0043826865085
2.1796	1.58177525830772	10.0050245206686
2.1797	1.58164506817004	10.0056662959368
2.1798	1.5815149023932	10.0063080123211
2.1799	1.58138476096949	10.0069496698296
2.18	1.58125464389119	10.0075912684705
2.1801	1.58112455115062	10.0082328082518
2.1802	1.58099448274008	10.0088742891816
2.1803	1.58086443865188	10.0095157112681
2.1804	1.58073441887832	10.0101570745193
2.1805	1.58060442341173	10.0107983789434
2.1806	1.58047445224442	10.0114396245483
2.1807	1.58034450536871	10.0120808113423
2.1808	1.58021458277693	10.0127219393334
2.1809	1.58008468446141	10.0133630085297
2.181	1.57995481041449	10.0140040189392
2.1811	1.5798249606285	10.0146449705701
2.1812	1.57969513509577	10.0152858634305
2.1813	1.57956533380866	10.0159266975284
2.1814	1.57943555675951	10.0165674728719
2.1815	1.57930580394067	10.0168381414792
2.1816	1.5791760753445	10.0174787993382
2.1817	1.57904637096335	10.018119398467
2.1818	1.57891608880909	10.0187599388737
2.1819	1.57878534145608	10.0194004205665
2.182	1.57865461969801	10.0200408435533
2.1821	1.57852392352845	10.0206812078422
2.1822	1.57839325294095	10.0213215134414
2.1823	1.57826260792909	10.0219617603588
2.1824	1.57813198848643	10.0226019486026
2.1825	1.57800139460656	10.0232420781808
2.1826	1.57787082628303	10.0238821491015
2.1827	1.57774028350944	10.0245221613727
2.1828	1.57760976627935	10.0251621150025
2.1829	1.57747927458635	10.025802009999
2.183	1.57734880842402	10.0264418463702
2.1831	1.57721836778594	10.0270816241241
2.1832	1.5770879526657	10.0277213432689
2.1833	1.57695756305689	10.0283610038125
2.1834	1.57682719895309	10.0290006057631
2.1835	1.57669686034791	10.0296401491287
2.1836	1.57656654723492	10.0302796339172
2.1837	1.57643625960774	10.0309190601369
2.1838	1.57630599745995	10.0315584277957
2.1839	1.57617576078515	10.0321977369017
2.184	1.57604554957696	10.0328369874628
2.1841	1.57591536382896	10.0334761794872
2.1842	1.57578520353477	10.034115312983
2.1843	1.575655068688	10.034754387958
2.1844	1.57552495928225	10.0353896330057
2.1845	1.57539487531114	10.0360224060176
2.1846	1.57526481676827	10.0366551385201
2.1847	1.57513478364727	10.0372878305207
2.1848	1.57500477594176	10.0379204820272
2.1849	1.57487479364534	10.0385530930474
2.185	1.57474483675165	10.0391856635889
2.1851	1.5746149052543	10.0398181936594
2.1852	1.57448499914693	10.0404506832667
2.1853	1.57435511842315	10.0410831324185
2.1854	1.5742252630766	10.0417155411223
2.1855	1.57409543310091	10.042347909386
2.1856	1.57396562848972	10.0429802372171
2.1857	1.57383584923665	10.0436125246235
2.1858	1.57370609533534	10.0442447716127
2.1859	1.57357636677944	10.0448769781925
2.186	1.57344666356258	10.0455091443704
2.1861	1.57331698567841	10.0461412701543
2.1862	1.57318733312058	10.0467733555516
2.1863	1.57305770588272	10.0474054005702
2.1864	1.57292810395849	10.0480374052176
2.1865	1.57279852734153	10.0486693695015
2.1866	1.57266897602551	10.0493012934295
2.1867	1.57253945000407	10.0499331770093
2.1868	1.57240994927088	10.0505650202485
2.1869	1.57228047381958	10.0511968231548
2.187	1.57215102364385	10.0518285857358
2.1871	1.57202159873734	10.052460307999
2.1872	1.57189219909372	10.0530919899522
2.1873	1.57176282470665	10.053723631603
2.1874	1.5716334755698	10.0543552329589
2.1875	1.57150415167685	10.0549867940276
2.1876	1.57137485302146	10.0556183148166
2.1877	1.57124557959731	10.0562497953337
2.1878	1.57111633139807	10.0568812355863
2.1879	1.57098710841743	10.0575126355821
2.188	1.57085791064905	10.0581439953287
2.1881	1.57072873808664	10.0587753148336
2.1882	1.57059959072385	10.0594065941044
2.1883	1.5704704685544	10.0600378331488
2.1884	1.57034137157195	10.0606690319743
2.1885	1.57021229977021	10.0613001905884
2.1886	1.57008325314285	10.0619313089988
2.1887	1.56995423168358	10.0625623872129
2.1888	1.5698252353861	10.0631934252384
2.1889	1.56969626424409	10.0638244230828
2.189	1.56956731825125	10.0644553807537
2.1891	1.5694383974013	10.0650862982586
2.1892	1.56930950168793	10.0657171756051
2.1893	1.56918063110484	10.0663480128006
2.1894	1.56905178564575	10.0669788098528
2.1895	1.56892296530436	10.0676095667691
2.1896	1.56879417007438	10.0682402835572
2.1897	1.56866539994953	10.0688709602244
2.1898	1.56853665492352	10.0695015967784
2.1899	1.56840793499007	10.0701321932267
2.19	1.56827924014289	10.0707627495767
2.1901	1.56815057037571	10.0713932658361
2.1902	1.56802192568225	10.0720237420122
2.1903	1.56789330605623	10.0726541781126
2.1904	1.56776471149137	10.0732845741447
2.1905	1.56763614198142	10.0739149301162
2.1906	1.56750759752009	10.0745452460345
2.1907	1.56737907810112	10.075175521907
2.1908	1.56725058371825	10.0758057577412
2.1909	1.5671221143652	10.0764359535447
2.191	1.56699367003572	10.0770661093249
2.1911	1.56686525072354	10.0776962250892
2.1912	1.56673685642242	10.0783263008452
2.1913	1.56660848712608	10.0789563366003
2.1914	1.56648014282828	10.0795863323619
2.1915	1.56635182352277	10.0802162881376
2.1916	1.56622352920328	10.0808462039347
2.1917	1.56609525986358	10.0814760797608
2.1918	1.56596701549742	10.0821059156232
2.1919	1.56583879609855	10.0827357115295
2.192	1.56571060166073	10.083365467487
2.1921	1.56558243217772	10.0839951835031
2.1922	1.56545428764327	10.0846248595854
2.1923	1.56532616805116	10.0852544957412
2.1924	1.56519807339514	10.085884091978
2.1925	1.56507000366898	10.0865136483031
2.1926	1.56494195886646	10.0871431647241
2.1927	1.56481393898133	10.0877726412482
2.1928	1.56468594400738	10.088402077883
2.1929	1.56455797393837	10.0890314746357
2.193	1.56443002876809	10.0896608315139
2.1931	1.5643021084903	10.0902901485249
2.1932	1.5641742130988	10.0909194256761
2.1933	1.56404634258736	10.0915486629748
2.1934	1.56391849694976	10.0921778604286
2.1935	1.5637906761798	10.0928070180447
2.1936	1.56366288027125	10.0934361358305
2.1937	1.56353510921791	10.0940652137935
2.1938	1.56340736301357	10.0946942519409
2.1939	1.56327964165202	10.0953232502802
2.194	1.56315194512706	10.0959522088187
2.1941	1.56302427343248	10.0965811275637
2.1942	1.56289662656208	10.0972100065227
2.1943	1.56276900450967	10.0978388457029
2.1944	1.56264140726904	10.0984676451118
2.1945	1.562513834834	10.0990964047566
2.1946	1.56238628719836	10.0997251246447
2.1947	1.56225876435592	10.1003538047834
2.1948	1.56213126630049	10.1009824451802
2.1949	1.5620037930259	10.1016110458422
2.195	1.56187634452594	10.1022396067768
2.1951	1.56174892079444	10.1028681279914
2.1952	1.56162152182521	10.1034966094933
2.1953	1.56149414761208	10.1041250512897
2.1954	1.56136679814886	10.1047534533881
2.1955	1.56123947342938	10.1053818157956
2.1956	1.56111217344746	10.1060101385196
2.1957	1.56098489819694	10.1066384215675
2.1958	1.56085764767163	10.1072666649464
2.1959	1.56073042186538	10.1078948686637
2.196	1.560603220772	10.1085230327267
2.1961	1.56047604438535	10.1091511571426
2.1962	1.56034889269925	10.1097792419188
2.1963	1.56022176570754	10.1104072870625
2.1964	1.56009466340406	10.111035292581
2.1965	1.55996758578266	10.1116632584816
2.1966	1.55984053283718	10.1122911847715
2.1967	1.55971350456147	10.1129190714579
2.1968	1.55958650094937	10.1135469185483
2.1969	1.55945952199473	10.1141747260497
2.197	1.5593325676914	10.1148024939695
2.1971	1.55920563803324	10.1154302223149
2.1972	1.55907873301411	10.1160579110931
2.1973	1.55895185262786	10.1166855603115
2.1974	1.55882499686834	10.1173131699771
2.1975	1.55869816572943	10.1179407400974
2.1976	1.55857135920498	10.1185682706794
2.1977	1.55844457728885	10.1191957617304
2.1978	1.55831781997493	10.1198232132577
2.1979	1.55819108725706	10.1204506252684
2.198	1.55806437912913	10.1210779977698
2.1981	1.557937695585	10.1217053307691
2.1982	1.55781103661855	10.1223326242735
2.1983	1.55768440222366	10.1229598782902
2.1984	1.5575577923942	10.1235870928264
2.1985	1.55743120712405	10.1242142678893
2.1986	1.5573046464071	10.124841403486
2.1987	1.55717811023722	10.1254684996239
2.1988	1.55705159860831	10.12609555631
2.1989	1.55692511151425	10.1267225735516
2.199	1.55679864894893	10.1273495513558
2.1991	1.55667221090623	10.1279764897298
2.1992	1.55654579738006	10.1286033886808
2.1993	1.55641940836431	10.1292302482159
2.1994	1.55629304385287	10.1298570683424
2.1995	1.55616670383964	10.1304838490673
2.1996	1.55604038831852	10.1311105903978
2.1997	1.55591409728342	10.1317372923411
2.1998	1.55578783072823	10.1323639549044
2.1999	1.55566158864687	10.1329905780947
2.2	1.55553537103324	10.1336171619193
2.2001	1.55540917788125	10.1342437063852
2.2002	1.55528300918481	10.1348702114996
2.2003	1.55515686493784	10.1354966772697
2.2004	1.55503074513424	10.1361231037025
2.2005	1.55490464976795	10.1367494908052
2.2006	1.55477857883286	10.1373758385849
2.2007	1.55465253232292	10.1380021470487
2.2008	1.55452651023203	10.1386284162038
2.2009	1.55440051255413	10.1392546460572
2.201	1.55427453928313	10.1398808366161
2.2011	1.55414859041297	10.1405069878876
2.2012	1.55402266593758	10.1411330998787
2.2013	1.55426681384075	10.1417591725966
2.2014	1.55414093813669	10.1423852060483
2.2015	1.5540150868092	10.143011200241
2.2016	1.55388925985221	10.1436371551818
2.2017	1.55376345725966	10.1442630708776
2.2018	1.55363767902549	10.1448889473356
2.2019	1.55351192514366	10.1455147845629
2.202	1.55338619560809	10.1461405825666
2.2021	1.55326049041274	10.1467663413536
2.2022	1.55313480955156	10.1473920609312
2.2023	1.5530091530185	10.1480177413063
2.2024	1.5528835208075	10.1486433824859
2.2025	1.55275791291253	10.1492689844773
2.2026	1.55263232932753	10.1498945472873
2.2027	1.55250677004647	10.1505200709231
2.2028	1.5523812350633	10.1511455553917
2.2029	1.55225572437199	10.1517710007001
2.203	1.55213023796649	10.1523964068554
2.2031	1.55200477584078	10.1530217738646
2.2032	1.55187933798882	10.1536471017347
2.2033	1.55175392440458	10.1542723904728
2.2034	1.55162853508203	10.1548976400859
2.2035	1.55150317001514	10.155522850581
2.2036	1.55137782919788	10.1561480219651
2.2037	1.55125251262423	10.1567731542452
2.2038	1.55112722028818	10.1573982474284
2.2039	1.55100195218369	10.1580233015217
2.204	1.55087670830475	10.158648316532
2.2041	1.55075148864534	10.1592732924663
2.2042	1.55062629319945	10.1598982293317
2.2043	1.55050112196106	10.1605231271351
2.2044	1.55037597492417	10.1611479858836
2.2045	1.55025085208276	10.1617728055841
2.2046	1.55012575343082	10.1623975862435
2.2047	1.55000067896235	10.163022327869
2.2048	1.54987562867136	10.1636470304674
2.2049	1.54975060255182	10.1642716940457
2.205	1.54962560059774	10.1648963186109
2.2051	1.54950062280313	10.1655209041699
2.2052	1.54937566916199	10.1661454507298
2.2053	1.54925073966832	10.1667699582974
2.2054	1.54912583431613	10.1673944268797
2.2055	1.54900095309943	10.1680188564838
2.2056	1.54887609601223	10.1686432471164
2.2057	1.54875126304854	10.1692675987846
2.2058	1.54862645420237	10.1698919114953
2.2059	1.54850166946774	10.1705161852554
2.206	1.54837690883868	10.171140420072
2.2061	1.54825217230919	10.1717646159518
2.2062	1.5481274598733	10.1723887729018
2.2063	1.54800277152503	10.173012890929
2.2064	1.54787810725842	10.1736369700403
2.2065	1.54775346706747	10.1742610102425
2.2066	1.54762885094623	10.1748850115427
2.2067	1.54750425888873	10.1755089739477
2.2068	1.54737969088899	10.1761328974643
2.2069	1.54725514694105	10.1767567820996
2.207	1.54713062703895	10.1773806278605
2.2071	1.54700613117673	10.1780044347537
2.2072	1.54688165934841	10.1786282027862
2.2073	1.54675721154806	10.179251931965
2.2074	1.5466327877697	10.1798756222968
2.2075	1.54650838800738	10.1804992737885
2.2076	1.54638401225516	10.1811228864472
2.2077	1.54625966050707	10.1817464602795
2.2078	1.54613533275717	10.1823699952924
2.2079	1.54601102899952	10.1829934914928
2.208	1.54588674922815	10.1836169488875
2.2081	1.54576249343714	10.1842403674833
2.2082	1.54563826162054	10.1848637472873
2.2083	1.54551405377241	10.1854870883061
2.2084	1.5453898698868	10.1861103905466
2.2085	1.54526570995779	10.1867336540158
2.2086	1.54514157397944	10.1873568787204
2.2087	1.54501746194581	10.1879800646673
2.2088	1.54489337385097	10.1886032118633
2.2089	1.54476930968899	10.1892263203152
2.209	1.54464526945395	10.18984939003
2.2091	1.54452125313991	10.1904724210143
2.2092	1.54439726074096	10.1910954132751
2.2093	1.54427329225117	10.1917183668192
2.2094	1.54414934766463	10.1923412816533
2.2095	1.5440254269754	10.1929641577844
2.2096	1.54390153017757	10.1935869952191
2.2097	1.54377765726524	10.1942097939644
2.2098	1.54365380823248	10.1948325540269
2.2099	1.54352998307338	10.1954552754136
2.21	1.54340618178204	10.1960779581313
2.2101	1.54328240435254	10.1967006021866
2.2102	1.54315865077898	10.1973232075864
2.2103	1.54303492105545	10.1979457743375
2.2104	1.54291121517606	10.1985683024467
2.2105	1.54278753313489	10.1991907919208
2.2106	1.54266387492605	10.1998132427665
2.2107	1.54254024054365	10.2004356549905
2.2108	1.54241662998178	10.2010580285998
2.2109	1.54229304323456	10.2016803636011
2.211	1.54216948029609	10.202302660001
2.2111	1.54204594116048	10.2029249178064
2.2112	1.54192242582184	10.2035471370241
2.2113	1.54179893427429	10.2041693176607
2.2114	1.54167546651193	10.2047914597231
2.2115	1.5415520225289	10.205413563218
2.2116	1.5414286023193	10.2060356281521
2.2117	1.54130520587725	10.2066576545321
2.2118	1.54118183319688	10.2072796423649
2.2119	1.54105848427232	10.2079015916572
2.212	1.54093515909768	10.2085235024156
2.2121	1.5408118576671	10.2091453746469
2.2122	1.54068857997469	10.2097672083579
2.2123	1.54056532601461	10.2103890035552
2.2124	1.54044209578097	10.2110107602456
2.2125	1.54031888926792	10.2116324784358
2.2126	1.54019570646958	10.2122541581325
2.2127	1.5400725473801	10.2128757993424
2.2128	1.53994941199362	10.2134974020722
2.2129	1.53982630030427	10.2141189663286
2.213	1.53970321230621	10.2147404921184
2.2131	1.53958014799357	10.2153619794481
2.2132	1.53945710736051	10.2159834283246
2.2133	1.53933409040117	10.2166048387544
2.2134	1.5392110971097	10.2172262107444
2.2135	1.53908812748025	10.2178475443011
2.2136	1.53896518150699	10.2184688394312
2.2137	1.53884225918406	10.2190900961415
2.2138	1.53871936050562	10.2197113144386
2.2139	1.53859648546584	10.2203324943291
2.214	1.53847363405886	10.2209536358197
2.2141	1.53835080627887	10.2215747389172
2.2142	1.53822800212001	10.222195803628
2.2143	1.53810522157646	10.222816829959
2.2144	1.53798246464239	10.2234378179168
2.2145	1.53785973131195	10.224058767508
2.2146	1.53773702157934	10.2246796787392
2.2147	1.53761433543871	10.2253005516171
2.2148	1.53749167288425	10.2259213861484
2.2149	1.53736903391014	10.2265421823396
2.215	1.53724641851054	10.2271629401975
2.2151	1.53712382667964	10.2277836597286
2.2152	1.53700125841163	10.2284043409396
2.2153	1.53687871370068	10.229024983837
2.2154	1.53675619254099	10.2296455884276
2.2155	1.53663369492674	10.230266154718
2.2156	1.53651122085212	10.2308866827146
2.2157	1.53638877031132	10.2315071724243
2.2158	1.53626634329853	10.2321276238535
2.2159	1.53614393980795	10.2327480370089
2.216	1.53602155983377	10.2333684118971
2.2161	1.5358992033702	10.2339887485246
2.2162	1.53577687041143	10.2346090468981
2.2163	1.53565456095166	10.2352293070242
2.2164	1.5355322749851	10.2358495289094
2.2165	1.53541001250595	10.2364697125604
2.2166	1.53528777350842	10.2370898579837
2.2167	1.53516555798672	10.2377099651859
2.2168	1.53504336593506	10.2383300341736
2.2169	1.53492119734764	10.2389500649533
2.217	1.53479905221869	10.2395700575317
2.2171	1.53467693054242	10.2401900119152
2.2172	1.53455483231304	10.2408099281105
2.2173	1.53443275752478	10.2414298061241
2.2174	1.53431070617186	10.2420496459626
2.2175	1.53418867824849	10.2426694476325
2.2176	1.53406667374891	10.2432892111403
2.2177	1.53394469266733	10.2439089364927
2.2178	1.53382273499799	10.2445286236962
2.2179	1.53370080073512	10.2451482727573
2.218	1.53357888987294	10.2457678836825
2.2181	1.53345700240569	10.2463874564784
2.2182	1.53333513832761	10.2470069911516
2.2183	1.53321329763293	10.2476264877084
2.2184	1.53309148031589	10.2482459461556
2.2185	1.53296968637073	10.2488569236781
2.2186	1.53284791579169	10.2494762839283
2.2187	1.53272616857301	10.2500956061891
2.2188	1.53260444470894	10.2507148904679
2.2189	1.53248274419373	10.251334136772
2.219	1.53236106702163	10.2519533451086
2.2191	1.53223941318687	10.2525725154852
2.2192	1.53211778268373	10.2531916479089
2.2193	1.53199617550645	10.253810742387
2.2194	1.53187459164928	10.2544297989269
2.2195	1.53175303110649	10.2550488175357
2.2196	1.53163149387232	10.2556677982209
2.2197	1.53150997994106	10.2562867409896
2.2198	1.53138848930695	10.2569056458491
2.2199	1.53126702196425	10.2575245128067
2.22	1.53114557790725	10.2581433418697
2.2201	1.5310241571302	10.2587621330453
2.2202	1.53090275962737	10.2593808863407
2.2203	1.53078138539303	10.2599996017633
2.2204	1.53066003442146	10.2606182793203
2.2205	1.53053870670694	10.2612369190189
2.2206	1.53041740224373	10.2618555208663
2.2207	1.53029612102611	10.2624740848699
2.2208	1.53017486304837	10.2630926110368
2.2209	1.53005362830479	10.2637110993743
2.221	1.52993241678965	10.2643295498897
2.2211	1.52981122849723	10.2649479625901
2.2212	1.52969006342182	10.2655663374827
2.2213	1.52956892155772	10.2661846745749
2.2214	1.5294478028992	10.2668029738738
2.2215	1.52932670744056	10.2674212353866
2.2216	1.5292056351761	10.2680394591206
2.2217	1.52908458610011	10.268657645083
2.2218	1.52896356020689	10.2692757932809
2.2219	1.52884255749073	10.2698939037216
2.222	1.52872157794593	10.2705119764122
2.2221	1.52860062156681	10.2711300113601
2.2222	1.52847968834765	10.2717480085723
2.2223	1.52835877828278	10.2723659680561
2.2224	1.52823789136649	10.2729838898186
2.2225	1.52811702759309	10.2736017738671
2.2226	1.52799618695689	10.2742196202087
2.2227	1.52787536945221	10.2748374288507
2.2228	1.52775457507337	10.2754551998
2.2229	1.52763380381466	10.2760729330641
2.223	1.52751305567042	10.27669062865
2.2231	1.52739233063497	10.2773082865649
2.2232	1.52727162870262	10.2779259068159
2.2233	1.52715094986769	10.2785434894103
2.2234	1.52703029412451	10.2791610343551
2.2235	1.52690966146742	10.2797785416576
2.2236	1.52678905189072	10.2803960113249
2.2237	1.52666846538876	10.2810134433641
2.2238	1.52654790195586	10.2816308377824
2.2239	1.52642736158636	10.2822481945869
2.224	1.5263068442746	10.2828655137848
2.2241	1.5261863500149	10.2834827953832
2.2242	1.52606587880161	10.2841000393892
2.2243	1.52594543062906	10.2847172458101
2.2244	1.5258250054916	10.2853344146528
2.2245	1.52570460338357	10.2859515459246
2.2246	1.52558422429932	10.2865686396325
2.2247	1.52546386823319	10.2871856957836
2.2248	1.52534353517952	10.2878027143852
2.2249	1.52522322513268	10.2884196954443
2.225	1.52510293808701	10.2890366389679
2.2251	1.52498267403686	10.2896535449633
2.2252	1.52486243297659	10.2902704134375
2.2253	1.52474221490056	10.2908872443977
2.2254	1.52462201980312	10.2915040378508
2.2255	1.52450184767864	10.2921207938041
2.2256	1.52438169852147	10.2927375122645
2.2257	1.52426157232598	10.2933541932393
2.2258	1.52414146908654	10.2939708367355
2.2259	1.52402138879751	10.2945874427601
2.226	1.52390133145325	10.2952040113203
2.2261	1.52378129704815	10.295820542423
2.2262	1.52366128557657	10.2964370360755
2.2263	1.52354129703288	10.2970534922848
2.2264	1.52342133141147	10.2976699110579
2.2265	1.5233013887067	10.2982862924019
2.2266	1.52318146891296	10.2989026363238
2.2267	1.52306157202462	10.2995189428308
2.2268	1.52294169803608	10.3001352119299
2.2269	1.5228218469417	10.3007514436281
2.227	1.52270201873588	10.3013676379324
2.2271	1.52258221341301	10.30198379485
2.2272	1.52246243096747	10.3025999143879
2.2273	1.52234267139366	10.3032159965531
2.2274	1.52222293468596	10.3038320413526
2.2275	1.52210322083877	10.3044480487936
2.2276	1.52198352984649	10.3050640188829
2.2277	1.52186386170351	10.3056799516277
2.2278	1.52174421640423	10.306295847035
2.2279	1.52162459394305	10.3069117051118
2.228	1.52150499431437	10.3075275258651
2.2281	1.52138541751261	10.3081433093019
2.2282	1.52126586353215	10.3087590554293
2.2283	1.52114633236742	10.3093747642542
2.2284	1.52102682401282	10.3099904357837
2.2285	1.52090733846275	10.3106060700248
2.2286	1.52078787571164	10.3112216669845
2.2287	1.5206684357539	10.3118372266697
2.2288	1.52054901858394	10.3124527490875
2.2289	1.52042962419617	10.3130682342449
2.229	1.52031025258503	10.3136836821489
2.2291	1.52019090374492	10.3142990928064
2.2292	1.52007157767028	10.3149144662244
2.2293	1.51995227435552	10.3155298024099
2.2294	1.51983299379507	10.31614510137
2.2295	1.51971373598336	10.3167603631115
2.2296	1.51959450091482	10.3173755876414
2.2297	1.51947528858387	10.3179907749668
2.2298	1.51935609898496	10.3186059250945
2.2299	1.51923693211251	10.3192210380316
2.23	1.51911778796096	10.3198361137849
2.2301	1.51899866652474	10.3204511523616
2.2302	1.51887956779831	10.3210661537684
2.2303	1.51876049177609	10.3216811180125
2.2304	1.51864143845253	10.3222960451006
2.2305	1.51852240782207	10.3229109350398
2.2306	1.51840339987916	10.323525787837
2.2307	1.51828441461825	10.3241406034992
2.2308	1.51816545203378	10.3247553820332
2.2309	1.51804651212021	10.3253701234461
2.231	1.51792759487199	10.3259848277448
2.2311	1.51780870028357	10.3265994949361
2.2312	1.51768982834941	10.327214125027
2.2313	1.51757097906396	10.3278287180245
2.2314	1.51745215242169	10.3284432739354
2.2315	1.51733334841705	10.3290577927667
2.2316	1.51721456704451	10.3296722745252
2.2317	1.51709580829853	10.330286719218
2.2318	1.51697707217358	10.3309011268519
2.2319	1.51685835866412	10.3315154974338
2.232	1.51673966776462	10.3321298309706
2.2321	1.51662099946956	10.3327441274692
2.2322	1.5165023537734	10.3333583869365
2.2323	1.51638373067063	10.3339726093794
2.2324	1.5162651301557	10.3345867948049
2.2325	1.51614655222311	10.3352009432197
2.2326	1.51602799686734	10.3358150546308
2.2327	1.51590946408285	10.336429129045
2.2328	1.51579095386414	10.3370431664693
2.2329	1.51567246620568	10.3376571669104
2.233	1.51555400110197	10.3382711303754
2.2331	1.51543555854749	10.338885056871
2.2332	1.51531713853672	10.3394989464041
2.2333	1.51519874106417	10.3401127989817
2.2334	1.51508036612432	10.3407266146104
2.2335	1.51496201371166	10.3413403932973
2.2336	1.51484368382069	10.3419541350492
2.2337	1.51472537644591	10.3425678398728
2.2338	1.51460709158182	10.3431815077752
2.2339	1.51448882922291	10.343795138763
2.234	1.51437058936369	10.3444087328433
2.2341	1.51425237199866	10.3450222900227
2.2342	1.51413417712233	10.3456358103082
2.2343	1.51401600472921	10.3462492937065
2.2344	1.51389785481379	10.3468627402246
2.2345	1.5137797273706	10.3474761498692
2.2346	1.51366162239414	10.3480895226472
2.2347	1.51354353987893	10.3487028585654
2.2348	1.51342547981949	10.3493161576306
2.2349	1.51330744221032	10.3499294198497
2.235	1.51318942704595	10.3505426452294
2.2351	1.51307143432089	10.3511558337766
2.2352	1.51295346402968	10.351768985498
2.2353	1.51283551616683	10.3523821004006
2.2354	1.51271759072687	10.3529951784911
2.2355	1.51259968770432	10.3536082197762
2.2356	1.51248180709371	10.3542212242629
2.2357	1.51236394888958	10.3548341919578
2.2358	1.51224611308644	10.3554471228679
2.2359	1.51212829967885	10.3560600169998
2.236	1.51201050866132	10.3566728743603
2.2361	1.51189274002841	10.3572856949564
2.2362	1.51177499377464	10.3578984787947
2.2363	1.51165726989455	10.3585112258819
2.2364	1.51153956838269	10.359123936225
2.2365	1.5114218892336	10.3597366098306
2.2366	1.51130423244182	10.3603492467056
2.2367	1.5111865980019	10.3609618468567
2.2368	1.51106898590839	10.3615744102907
2.2369	1.51095139615584	10.3621869370142
2.237	1.51083382873879	10.3627994270342
2.2371	1.51071628365181	10.3634118803574
2.2372	1.51059876088944	10.3640242969904
2.2373	1.51048126044623	10.3646366769401
2.2374	1.51036378231676	10.3652490202132
2.2375	1.51024632649558	10.3658613268164
2.2376	1.51012889297724	10.3664735967565
2.2377	1.51001148175631	10.3670858300403
2.2378	1.50989409282736	10.3676980266744
2.2379	1.50977672618494	10.3683101866657
2.238	1.50965938182364	10.3689223100208
2.2381	1.50954205973801	10.3695343967464
2.2382	1.50942475992262	10.3701464468494
2.2383	1.50930748237205	10.3707584603363
2.2384	1.50919022708088	10.371370437214
2.2385	1.50907299404367	10.3719823774891
2.2386	1.50895578325501	10.3725942811685
2.2387	1.50883859470947	10.3732061482587
2.2388	1.50872142840164	10.3738179787664
2.2389	1.50860428432609	10.3744297726985
2.239	1.5084871624774	10.3750415300616
2.2391	1.50837006285017	10.3756532508624
2.2392	1.50825298543899	10.3762649351076
2.2393	1.50813593023843	10.3768765828039
2.2394	1.50801889724308	10.3774881939579
2.2395	1.50790188644755	10.3780997685765
2.2396	1.50778489784642	10.3787113066662
2.2397	1.50766793143429	10.3793228082337
2.2398	1.50755098720575	10.3799342732858
2.2399	1.5074340651554	10.3805457018291
2.24	1.50731716527785	10.3811570938703
2.2401	1.50720028756768	10.3817684494161
2.2402	1.50708343201952	10.3823797684731
2.2403	1.50696659862795	10.382991051048
2.2404	1.50684978738759	10.3836022971474
2.2405	1.50673299829304	10.3842135067781
2.2406	1.50661623133891	10.3848246799466
2.2407	1.50649948651982	10.3854358166597
2.2408	1.50638276383037	10.386046916924
2.2409	1.50626606326518	10.3866579807461
2.241	1.50614938481886	10.3872690081328
2.2411	1.50603272848604	10.3878799990906
2.2412	1.50591609426133	10.3884909536261
2.2413	1.50579948213935	10.3891018717461
2.2414	1.50568289211473	10.3897127534571
2.2415	1.50556632418208	10.3903235987659
2.2416	1.50544977833604	10.3909344076789
2.2417	1.50533325457122	10.391545180203
2.2418	1.50521675288226	10.3921559163446
2.2419	1.5051002732638	10.3927666161104
2.242	1.50498381571044	10.393377279507
2.2421	1.50486738021685	10.3939879065411
2.2422	1.50475096677764	10.3945984972193
2.2423	1.50463457538745	10.3952090515481
2.2424	1.50451820604093	10.3958195695343
2.2425	1.5044018587327	10.3964300511843
2.2426	1.50428553345742	10.3970404965048
2.2427	1.50416923020973	10.3976509055024
2.2428	1.50405294898426	10.3982612781837
2.2429	1.50393668977568	10.3988716145553
2.243	1.50382045257861	10.3994819146238
2.2431	1.50370423738772	10.4000921783958
2.2432	1.50358804419765	10.4007024058778
2.2433	1.50347187300306	10.4013125970765
2.2434	1.50335572379859	10.4019227519984
2.2435	1.50323959657892	10.4025328706502
2.2436	1.50312349133868	10.4031429530383
